record_id,company_ticker,company_name,isin,shareholder_name,ownership_pct,shares_held,filing_type,filing_date,source,currency,has_error,error_type
REC00569,MSFT,Microsoft Corp.,US5949181045,JPMorgan Asset Mgmt,4.275,35798388,Annual Report,2025-05-21,SEBI Submission,USD,False,
REC00570,JNJ,Johnson & Johnson,US4781601046,Legal & General Group,4.9728,146039904,Exchange Notification,2025-04-06,TSX Filing,USD,False,
REC00571,JPM,JPMorgan Chase,,Wellington Management,1.7366,327667682,Quarterly Report,2026-03-03,LSE Filing,USD,True,NULL_ISIN
REC00572,AMZN,Amazon.com Inc.,US0231351067,Capital Group,2.0839,21042505,Exchange Notification,2025-11-16,SEBI Submission,USD,False,
REC00573,UNH,UnitedHealth Group,US91324P1021,Vanguard Group,3.3139,228665931,Annual Report,2024-07-22,SEC EDGAR,USD,False,
REC00574,META,Meta Platforms,US30303M1027,Fidelity Investments,5.4018,25679199,Annual Report,2025-01-20,TSX Filing,USD,False,
REC00575,BRK,Berkshire Hathaway,US0846701086,Fidelity Investments,4.6046,67268032,Exchange Notification,2024-04-10,SEC EDGAR,USD,False,
REC00576,TSLA,Tesla Inc.,US88160R1014,UBS Group AG,5.4625,118097250,Exchange Notification,2025-01-18,SEC EDGAR,USD,False,
REC00577,V,Visa Inc.,US92826C8394,Amundi Asset Management,1.383,19735579,Quarterly Report,2025-08-31,ASX Notification,USD,False,
REC00578,AMZN,Amazon.com Inc.,US0231351067,Northern Trust Corp.,6.7362,197865830,Quarterly Report,2025-05-24,LSE Filing,USD,False,
REC00579,AAPL,Apple Inc.,US0378331005,Norges Bank Investment,4.2227,63057047,13F Filing,2025-07-25,SEC EDGAR,USD,False,
REC00580,AAPL,Apple Inc.,US0378331005,State Street Corp.,7.3016,262007968,Quarterly Report,2025-10-21,SEC EDGAR,USD,False,
REC00581,XOM,Exxon Mobil,US30231G1022,Legal & General Group,1.0629,289584390,13F Filing,2024-06-01,LSE Filing,USD,False,
REC00582,JNJ,Johnson & Johnson,US4781601046,Invesco Ltd.,2.4809,39337050,Exchange Notification,2026-02-10,SEBI Submission,USD,False,
REC00583,JPM,JPMorgan Chase,US46625H1005,Morgan Stanley,3.695,63753651,Annual Report,2026-03-13,LSE Filing,USD,False,
REC00584,META,Meta Platforms,US30303M1027,T. Rowe Price,105.7702,264614928,13F Filing,2025-12-17,SEBI Submission,USD,True,OWNERSHIP_EXCEEDS_100
REC00585,WMT,Walmart Inc.,US9311421039,Morgan Stanley,1.8715,103801312,13F Filing,2025-02-21,TSX Filing,USD,False,
REC00586,XOM,Exxon Mobil,US30231G1022,UBS Group AG,5.3663,96217993,Exchange Notification,2024-04-09,SEC EDGAR,USD,False,
REC00587,WMT,Walmart Inc.,US9311421039,T. Rowe Price,1.2778,225385318,Quarterly Report,2025-09-18,ASX Notification,USD,False,
REC00588,BRK,Berkshire Hathaway,US0846701086,Goldman Sachs Group,5.0852,333088637,Exchange Notification,2024-11-13,TSX Filing,USD,False,
REC00589,MSFT,Microsoft Corp.,US5949181045,UBS Group AG,3.8052,37178404,13F Filing,2026-03-10,ASX Notification,USD,False,
REC00590,XOM,Exxon Mobil,US30231G1022,Franklin Templeton,5.9283,84513334,13F Filing,2024-10-07,ASX Notification,USD,False,
REC00591,UNH,UnitedHealth Group,US91324P1021,Amundi Asset Management,1.2143,112951517,Quarterly Report,2025-04-02,TSX Filing,USD,False,
REC00592,GOOGL,Alphabet Inc.,US02079K3059,Norges Bank Investment,7.1905,53517707,Exchange Notification,2024-10-21,TSX Filing,USD,False,
REC00593,WMT,Walmart Inc.,US9311421039,Dimensional Fund Advisors,7.0206,33029428,13F Filing,1995-01-01,SEBI Submission,USD,True,STALE_DATE
REC00593,TSLA,Tesla Inc.,US88160R1014,Vanguard Group,4.302,121561030,Quarterly Report,2025-07-25,SEC EDGAR,USD,True,DUPLICATE_FILING
REC00595,JNJ,Johnson & Johnson,US4781601046,Bank of America Corp.,6.5095,180644872,Quarterly Report,2024-12-20,SEBI Submission,USD,False,
REC00596,MSFT,Microsoft Corp.,US5949181045,Dimensional Fund Advisors,6.0893,17305708,Quarterly Report,2026-02-14,ASX Notification,USD,False,
REC00597,V,Visa Inc.,US92826C8394,BlackRock Inc.,6.6943,235571686,13F Filing,2024-10-18,ASX Notification,USD,False,
REC00598,AMZN,Amazon.com Inc.,US0231351067,Bank of America Corp.,7.6277,39768651,Exchange Notification,2024-12-12,SEBI Submission,USD,False,
REC00599,V,Visa Inc.,US92826C8394,Amundi Asset Management,4.9996,150418218,Quarterly Report,2025-11-26,SEC EDGAR,USD,False,
REC00600,XOM,Exxon Mobil,US30231G1022,Geode Capital Management,0.5165,117732937,13F Filing,2024-09-08,ASX Notification,USD,False,
REC00601,JPM,JPMorgan Chase,US46625H1005,Fidelity Investments,0.8433,27754468,Quarterly Report,2025-12-03,SEBI Submission,USD,False,
REC00602,?????,NVIDIA Corp.,US67066G1040,Wellington Management,1.9066,200932539,Exchange Notification,2024-12-09,LSE Filing,USD,True,INVALID_TICKER
REC00603,UNH,UnitedHealth Group,US91324P1021,Morgan Stanley,1.3082,179698562,Annual Report,2024-12-16,TSX Filing,USD,False,
REC00603,META,Meta Platforms,US30303M1027,Franklin Templeton,7.6714,47443811,Annual Report,2024-09-25,SEC EDGAR,USD,True,DUPLICATE_FILING
REC00605,?????,Visa Inc.,US92826C8394,UBS Group AG,6.7911,131214193,Exchange Notification,2024-04-13,ASX Notification,USD,True,INVALID_TICKER
REC00606,GOOGL,Alphabet Inc.,US02079K3059,Capital Group,1.2767,195717766,13F Filing,2024-10-22,TSX Filing,USD,False,
REC00607,BRK,Berkshire Hathaway,US0846701086,Amundi Asset Management,7.3693,135242672,Quarterly Report,2025-04-05,SEBI Submission,USD,False,
REC00608,JNJ,Johnson & Johnson,,Capital Group,1.5364,241271032,13F Filing,2024-04-03,ASX Notification,USD,True,NULL_ISIN
REC00609,WMT,Walmart Inc.,US9311421039,Morgan Stanley,5.8391,279376707,Exchange Notification,2025-08-29,LSE Filing,USD,False,
REC00610,NVDA,NVIDIA Corp.,US67066G1040,,5.6496,116307048,Exchange Notification,2024-10-23,ASX Notification,USD,True,MISSING_SHAREHOLDER
REC00611,UNH,UnitedHealth Group,US91324P1021,Morgan Stanley,5.8276,211926958,Quarterly Report,2024-08-03,ASX Notification,USD,False,
REC00612,META,Meta Platforms,US30303M1027,UBS Group AG,5.5568,237234405,13F Filing,2025-01-14,SEC EDGAR,USD,False,
REC00613,V,Visa Inc.,US92826C8394,Fidelity Investments,0.6895,61669718,Annual Report,2025-08-30,SEBI Submission,USD,False,
REC00614,XOM,Exxon Mobil,US30231G1022,T. Rowe Price,7.8765,91632877,Annual Report,2024-04-14,SEBI Submission,USD,False,
REC00615,AMZN,Amazon.com Inc.,US0231351067,Norges Bank Investment,0.7423,95124625,Exchange Notification,1995-01-01,ASX Notification,USD,True,STALE_DATE
REC00616,BRK,Berkshire Hathaway,US0846701086,Geode Capital Management,4.3319,258392699,13F Filing,2024-04-12,SEC EDGAR,USD,False,
REC00617,PG,Procter & Gamble,,JPMorgan Asset Mgmt,3.4067,302612014,13F Filing,2024-09-03,SEC EDGAR,USD,True,NULL_ISIN
REC00618,AAPL,Apple Inc.,US0378331005,Northern Trust Corp.,2.0232,329459628,Quarterly Report,2025-08-04,SEBI Submission,USD,False,
REC00619,XOM,Exxon Mobil,US30231G1022,Franklin Templeton,4.5996,217777060,Exchange Notification,2025-05-25,TSX Filing,USD,False,
REC00620,GOOGL,Alphabet Inc.,US02079K3059,State Street Corp.,1.9023,57836270,Annual Report,2025-03-01,SEC EDGAR,USD,False,
REC00621,BRK,Berkshire Hathaway,US0846701086,Northern Trust Corp.,4.6745,51763470,13F Filing,2026-03-17,SEBI Submission,USD,False,
REC00622,JNJ,Johnson & Johnson,US4781601046,Capital Group,0.7996,266011090,Annual Report,2024-06-20,ASX Notification,USD,False,
REC00623,WMT,Walmart Inc.,US9311421039,Invesco Ltd.,4.1791,121697429,Annual Report,2024-03-28,SEBI Submission,USD,False,
REC00624,V,Visa Inc.,US92826C8394,Geode Capital Management,7.6774,192784977,Exchange Notification,2025-01-21,ASX Notification,USD,False,
REC00625,V,Visa Inc.,US92826C8394,JPMorgan Asset Mgmt,1.1896,41373669,13F Filing,2025-04-17,SEBI Submission,USD,False,
REC00626,TSLA,Tesla Inc.,US88160R1014,Wellington Management,7.6273,156142090,Annual Report,2025-11-25,SEBI Submission,USD,False,
REC00627,JNJ,Johnson & Johnson,US4781601046,Geode Capital Management,7.2837,187155922,Exchange Notification,2026-02-10,SEBI Submission,USD,False,
REC00628,BRK,Berkshire Hathaway,US0846701086,Fidelity Investments,137.3608,100810147,Annual Report,2024-10-09,SEBI Submission,USD,True,OWNERSHIP_EXCEEDS_100
REC00629,V,Visa Inc.,US92826C8394,Legal & General Group,3.8417,40268099,Exchange Notification,2025-04-28,ASX Notification,USD,False,
REC00630,MSFT,Microsoft Corp.,US5949181045,Fidelity Investments,1.7555,253990396,Annual Report,2024-06-19,SEC EDGAR,USD,False,
REC00631,AMZN,Amazon.com Inc.,US0231351067,Wellington Management,6.9871,53248852,Exchange Notification,2024-09-18,TSX Filing,USD,False,
REC00632,META,Meta Platforms,US30303M1027,State Street Corp.,6.1017,49137803,13F Filing,2026-02-12,SEC EDGAR,USD,False,
REC00633,MSFT,Microsoft Corp.,US5949181045,Vanguard Group,1.8349,31121873,Exchange Notification,2025-07-01,TSX Filing,USD,False,
REC00634,BRK,Berkshire Hathaway,US0846701086,Bank of America Corp.,5.2266,40195681,Quarterly Report,2024-05-02,SEC EDGAR,USD,False,
REC00635,V,Visa Inc.,US92826C8394,BlackRock Inc.,5.3107,218185790,Annual Report,2024-04-04,SEC EDGAR,USD,False,
REC00636,JPM,JPMorgan Chase,US46625H1005,Legal & General Group,1.296,146873407,Annual Report,2025-06-07,TSX Filing,USD,False,
REC00637,BRK,Berkshire Hathaway,US0846701086,JPMorgan Asset Mgmt,6.6659,12220365,Exchange Notification,2025-11-03,TSX Filing,USD,False,
REC00638,XOM,Exxon Mobil,US30231G1022,Norges Bank Investment,2.7123,119829319,13F Filing,2026-03-11,ASX Notification,USD,False,
REC00639,WMT,Walmart Inc.,US9311421039,Norges Bank Investment,1.5603,28138565,Quarterly Report,2024-09-18,ASX Notification,USD,False,
REC00640,MSFT,Microsoft Corp.,US5949181045,Invesco Ltd.,2.0754,249573359,13F Filing,2025-08-18,TSX Filing,USD,False,
REC00641,PG,Procter & Gamble,US7427181091,Legal & General Group,1.5684,68608618,13F Filing,2025-09-05,SEC EDGAR,USD,False,
REC00642,GOOGL,Alphabet Inc.,US02079K3059,Franklin Templeton,6.8919,231163633,Quarterly Report,2024-05-31,ASX Notification,USD,False,
REC00643,MSFT,Microsoft Corp.,US5949181045,Invesco Ltd.,5.5376,43982973,Quarterly Report,2025-04-18,SEBI Submission,USD,False,
REC00644,GOOGL,Alphabet Inc.,US02079K3059,Geode Capital Management,1.2503,250421249,Exchange Notification,2025-05-01,TSX Filing,USD,False,
REC00645,JNJ,Johnson & Johnson,US4781601046,Morgan Stanley,5.1226,97990889,Exchange Notification,2024-08-20,ASX Notification,USD,False,
REC00646,JPM,JPMorgan Chase,US46625H1005,Morgan Stanley,7.6899,41388837,Exchange Notification,2025-08-08,TSX Filing,USD,False,
REC00647,TSLA,Tesla Inc.,US88160R1014,Goldman Sachs Group,1.5073,286100459,Quarterly Report,2024-12-04,TSX Filing,USD,False,
REC00648,JPM,JPMorgan Chase,US46625H1005,Invesco Ltd.,4.1523,49656953,Annual Report,2025-06-08,LSE Filing,USD,False,
REC00649,PG,Procter & Gamble,US7427181091,Norges Bank Investment,1.9732,221536952,Annual Report,2026-01-04,SEC EDGAR,USD,False,
REC00650,WMT,Walmart Inc.,US9311421039,Legal & General Group,5.2372,229919094,Quarterly Report,2024-07-26,LSE Filing,USD,False,
REC00651,PG,Procter & Gamble,US7427181091,Vanguard Group,4.637,151827562,Quarterly Report,2024-05-22,LSE Filing,USD,False,
REC00652,JPM,JPMorgan Chase,US46625H1005,JPMorgan Asset Mgmt,2.1748,261028824,13F Filing,2025-11-05,TSX Filing,USD,False,
REC00653,V,Visa Inc.,US92826C8394,Legal & General Group,1.1792,33758814,Exchange Notification,2024-07-02,LSE Filing,USD,False,
REC00654,XOM,Exxon Mobil,US30231G1022,Legal & General Group,1.5528,58152081,Exchange Notification,2024-11-12,SEBI Submission,USD,False,
REC00655,AAPL,Apple Inc.,US0378331005,Geode Capital Management,6.211,47793022,13F Filing,2025-07-26,SEC EDGAR,USD,False,
REC00656,META,Meta Platforms,US30303M1027,Wellington Management,4.3841,171637044,Quarterly Report,2024-12-12,SEC EDGAR,USD,False,
REC00657,AAPL,Apple Inc.,US0378331005,Morgan Stanley,1.2742,288884386,13F Filing,2025-06-26,ASX Notification,USD,False,
REC00658,V,Visa Inc.,US92826C8394,Franklin Templeton,1.8039,138788524,Annual Report,2024-10-09,SEBI Submission,USD,False,
REC00659,BRK,Berkshire Hathaway,US0846701086,Geode Capital Management,4.3728,148740708,13F Filing,2024-11-09,TSX Filing,USD,False,
REC00660,PG,Procter & Gamble,US7427181091,Amundi Asset Management,0.5495,205584711,Exchange Notification,2025-07-30,SEC EDGAR,USD,False,
REC00661,V,Visa Inc.,US92826C8394,Northern Trust Corp.,2.0864,48604791,Annual Report,2024-05-15,LSE Filing,USD,False,
REC00662,BRK,Berkshire Hathaway,US0846701086,Morgan Stanley,5.9019,125663895,Quarterly Report,2025-08-19,ASX Notification,USD,False,
REC00663,GOOGL,Alphabet Inc.,US02079K3059,UBS Group AG,0.6683,28521532,Exchange Notification,2025-11-05,ASX Notification,USD,False,
REC00664,AAPL,Apple Inc.,US0378331005,Franklin Templeton,1.6015,86711827,Exchange Notification,2024-10-09,TSX Filing,USD,False,
REC00665,NVDA,NVIDIA Corp.,US67066G1040,Franklin Templeton,5.2822,292528972,13F Filing,2025-12-25,LSE Filing,USD,False,
REC00666,JNJ,Johnson & Johnson,US4781601046,Amundi Asset Management,7.9458,121363122,Exchange Notification,2025-01-26,ASX Notification,USD,False,
REC00667,GOOGL,Alphabet Inc.,US02079K3059,Franklin Templeton,6.6534,71455311,13F Filing,2025-10-02,SEBI Submission,USD,False,
REC00668,PG,Procter & Gamble,US7427181091,Bank of America Corp.,4.974,26672402,Quarterly Report,2025-11-07,SEC EDGAR,USD,False,
REC00669,AAPL,Apple Inc.,US0378331005,Wellington Management,4.4203,288361242,Quarterly Report,2025-10-20,ASX Notification,USD,False,
REC00670,MSFT,Microsoft Corp.,US5949181045,T. Rowe Price,4.069,59674602,Annual Report,2025-12-17,TSX Filing,USD,False,
REC00671,META,Meta Platforms,US30303M1027,Capital Group,7.2649,45680718,Quarterly Report,2024-10-04,TSX Filing,USD,False,
REC00672,JPM,JPMorgan Chase,US46625H1005,Vanguard Group,5.7323,165260005,Quarterly Report,2025-02-25,SEBI Submission,USD,False,
REC00673,NVDA,NVIDIA Corp.,US67066G1040,Franklin Templeton,1.2329,45865321,Exchange Notification,2025-12-27,SEBI Submission,USD,False,
REC00674,NVDA,NVIDIA Corp.,US67066G1040,Norges Bank Investment,3.5649,77584036,Annual Report,2024-08-08,ASX Notification,USD,False,
REC00675,?????,Microsoft Corp.,US5949181045,Legal & General Group,0.554,213872170,13F Filing,2025-01-28,SEBI Submission,USD,True,INVALID_TICKER
REC00676,MSFT,Microsoft Corp.,US5949181045,Capital Group,3.6955,103785717,Quarterly Report,1995-01-01,SEBI Submission,USD,True,STALE_DATE
REC00677,NVDA,NVIDIA Corp.,US67066G1040,Northern Trust Corp.,7.9385,65262033,Quarterly Report,2024-09-03,ASX Notification,USD,False,
REC00678,JNJ,Johnson & Johnson,US4781601046,T. Rowe Price,3.2766,97430801,13F Filing,2024-08-08,SEBI Submission,USD,False,
REC00679,XOM,Exxon Mobil,US30231G1022,JPMorgan Asset Mgmt,6.0184,264858923,Annual Report,2025-07-30,TSX Filing,USD,False,
REC00680,XOM,Exxon Mobil,US30231G1022,T. Rowe Price,1.2521,188726661,13F Filing,2024-09-05,ASX Notification,USD,False,
REC00681,UNH,UnitedHealth Group,US91324P1021,Vanguard Group,1.7055,79100236,Annual Report,2025-10-25,TSX Filing,USD,False,
REC00682,PG,Procter & Gamble,US7427181091,Amundi Asset Management,3.7653,19146242,13F Filing,2025-12-31,ASX Notification,USD,False,
REC00683,AAPL,Apple Inc.,US0378331005,JPMorgan Asset Mgmt,7.4801,133823457,13F Filing,2024-03-24,ASX Notification,USD,False,
REC00684,AAPL,Apple Inc.,US0378331005,T. Rowe Price,5.3022,0,13F Filing,2025-09-04,SEC EDGAR,USD,True,ZERO_SHARES
REC00685,XOM,Exxon Mobil,US30231G1022,Amundi Asset Management,4.3291,209004219,Exchange Notification,2024-05-01,SEC EDGAR,USD,False,
REC00686,JPM,JPMorgan Chase,US46625H1005,Geode Capital Management,5.4126,107331121,13F Filing,2025-02-06,SEBI Submission,USD,False,
REC00687,META,Meta Platforms,US30303M1027,JPMorgan Asset Mgmt,-25.676,21344789,Annual Report,2025-12-20,ASX Notification,USD,True,NEGATIVE_OWNERSHIP
REC00688,TSLA,Tesla Inc.,US88160R1014,Norges Bank Investment,7.3626,140063327,13F Filing,2025-08-03,ASX Notification,USD,False,
REC00689,AMZN,Amazon.com Inc.,,Bank of America Corp.,7.4729,102079853,Exchange Notification,2025-01-30,ASX Notification,USD,True,NULL_ISIN
REC00690,MSFT,Microsoft Corp.,US5949181045,,1.0429,40672351,13F Filing,2024-09-18,ASX Notification,USD,True,MISSING_SHAREHOLDER
REC00690,TSLA,Tesla Inc.,US88160R1014,Bank of America Corp.,7.7454,203451778,Exchange Notification,2025-04-09,TSX Filing,USD,True,DUPLICATE_FILING
REC00692,META,Meta Platforms,US30303M1027,Bank of America Corp.,7.2239,213834071,Annual Report,2025-07-01,SEC EDGAR,USD,False,
REC00693,BRK,Berkshire Hathaway,US0846701086,Geode Capital Management,5.5768,0,Quarterly Report,2025-03-26,ASX Notification,USD,True,ZERO_SHARES
REC00694,V,Visa Inc.,US92826C8394,BlackRock Inc.,5.7561,55291750,Annual Report,2025-02-07,SEBI Submission,USD,False,
REC00695,MSFT,Microsoft Corp.,US5949181045,Norges Bank Investment,7.4855,102605172,Exchange Notification,2024-08-12,SEBI Submission,USD,False,
REC00696,GOOGL,Alphabet Inc.,,Wellington Management,4.2425,83068869,Exchange Notification,2025-06-24,LSE Filing,USD,True,NULL_ISIN
REC00697,AMZN,Amazon.com Inc.,US0231351067,Wellington Management,6.7621,171285314,Exchange Notification,2025-12-03,SEC EDGAR,USD,False,
REC00698,PG,Procter & Gamble,US7427181091,State Street Corp.,5.5686,199115830,Annual Report,2024-09-14,SEC EDGAR,USD,False,
REC00699,WMT,Walmart Inc.,US9311421039,Dimensional Fund Advisors,3.284,139194989,13F Filing,2024-11-05,LSE Filing,USD,False,
REC00700,XOM,Exxon Mobil,US30231G1022,Legal & General Group,2.602,75296007,Exchange Notification,2026-01-26,ASX Notification,USD,False,
REC00701,XOM,Exxon Mobil,US30231G1022,UBS Group AG,4.0874,143876108,13F Filing,2025-02-12,LSE Filing,USD,False,
REC00702,JNJ,Johnson & Johnson,US4781601046,Fidelity Investments,5.7368,156446369,Annual Report,2026-03-10,LSE Filing,USD,False,
REC00703,BRK,Berkshire Hathaway,US0846701086,Franklin Templeton,1.2556,151015675,13F Filing,2025-09-12,ASX Notification,USD,False,
REC00703,TSLA,Tesla Inc.,US88160R1014,Geode Capital Management,2.5206,190192979,13F Filing,2025-09-15,TSX Filing,USD,True,DUPLICATE_FILING
REC00705,BRK,Berkshire Hathaway,US0846701086,Wellington Management,3.6432,157712781,Quarterly Report,2025-06-09,TSX Filing,USD,False,
REC00706,GOOGL,Alphabet Inc.,US02079K3059,Franklin Templeton,1.4835,95501356,Annual Report,2025-06-19,LSE Filing,USD,False,
REC00707,V,Visa Inc.,US92826C8394,UBS Group AG,6.9223,87412885,Exchange Notification,2024-11-23,SEC EDGAR,USD,False,
REC00707,GOOGL,Alphabet Inc.,US02079K3059,UBS Group AG,4.247,370300950,13F Filing,2024-11-09,SEBI Submission,USD,True,DUPLICATE_FILING
REC00709,TSLA,Tesla Inc.,US88160R1014,Norges Bank Investment,6.9388,12224734,Exchange Notification,2026-01-20,LSE Filing,USD,False,
REC00710,WMT,Walmart Inc.,US9311421039,Northern Trust Corp.,4.074,153172537,13F Filing,2025-06-29,SEBI Submission,USD,False,
REC00711,JPM,JPMorgan Chase,US46625H1005,Norges Bank Investment,4.6812,162936135,Annual Report,2025-01-25,SEC EDGAR,USD,False,
REC00712,?????,JPMorgan Chase,US46625H1005,Amundi Asset Management,1.9922,182551431,Exchange Notification,2025-06-04,SEBI Submission,USD,True,INVALID_TICKER
REC00713,JPM,JPMorgan Chase,US46625H1005,Legal & General Group,4.1562,290410971,Annual Report,2025-02-25,ASX Notification,USD,False,
REC00714,TSLA,Tesla Inc.,US88160R1014,Bank of America Corp.,5.2378,27281175,13F Filing,2025-01-15,ASX Notification,USD,False,
REC00715,NVDA,NVIDIA Corp.,US67066G1040,JPMorgan Asset Mgmt,131.1266,17552715,13F Filing,2025-08-01,SEBI Submission,USD,True,OWNERSHIP_EXCEEDS_100
REC00716,JPM,JPMorgan Chase,US46625H1005,Invesco Ltd.,5.8283,136013223,13F Filing,2024-12-22,SEBI Submission,USD,False,
REC00717,UNH,UnitedHealth Group,US91324P1021,Franklin Templeton,4.407,66633956,Exchange Notification,2026-02-27,LSE Filing,USD,False,
REC00718,UNH,UnitedHealth Group,US91324P1021,Geode Capital Management,5.4652,302846525,Annual Report,2025-08-19,LSE Filing,USD,False,
REC00719,BRK,Berkshire Hathaway,US0846701086,Fidelity Investments,1.2167,228210773,Annual Report,2026-02-24,TSX Filing,USD,False,
REC00720,V,Visa Inc.,US92826C8394,State Street Corp.,1.2795,69954997,Quarterly Report,2025-05-10,LSE Filing,USD,False,
REC00721,AMZN,Amazon.com Inc.,US0231351067,Invesco Ltd.,3.8237,47241563,Exchange Notification,2026-02-21,SEC EDGAR,USD,False,
REC00722,META,Meta Platforms,US30303M1027,,6.9528,89494879,Quarterly Report,2024-09-15,SEBI Submission,USD,True,MISSING_SHAREHOLDER
REC00723,V,Visa Inc.,US92826C8394,Bank of America Corp.,1.5134,252485440,Exchange Notification,2024-07-25,ASX Notification,USD,False,
REC00724,JNJ,Johnson & Johnson,US4781601046,Franklin Templeton,3.7623,174454305,13F Filing,2025-04-01,TSX Filing,USD,False,
REC00725,V,Visa Inc.,US92826C8394,Geode Capital Management,-33.2352,98057758,Quarterly Report,2025-06-29,LSE Filing,USD,True,NEGATIVE_OWNERSHIP
REC00726,TSLA,Tesla Inc.,US88160R1014,BlackRock Inc.,0.5007,307078021,Exchange Notification,2025-04-04,SEBI Submission,USD,False,
REC00727,JNJ,Johnson & Johnson,US4781601046,Norges Bank Investment,0.5624,314774911,Quarterly Report,2025-05-20,SEC EDGAR,USD,False,
REC00728,XOM,Exxon Mobil,US30231G1022,UBS Group AG,6.4847,220110768,Annual Report,2024-09-07,SEBI Submission,USD,False,
REC00729,AMZN,Amazon.com Inc.,US0231351067,UBS Group AG,7.1162,78335283,Exchange Notification,2024-05-30,TSX Filing,USD,False,
REC00730,WMT,Walmart Inc.,US9311421039,JPMorgan Asset Mgmt,2.1544,40324707,Exchange Notification,2024-10-09,ASX Notification,USD,False,
REC00730,XOM,Exxon Mobil,US30231G1022,Northern Trust Corp.,2.6351,271647381,13F Filing,2025-01-24,LSE Filing,USD,True,DUPLICATE_FILING
REC00732,WMT,Walmart Inc.,US9311421039,State Street Corp.,1.8681,99809462,Quarterly Report,2024-06-28,TSX Filing,USD,False,
REC00733,TSLA,Tesla Inc.,,Amundi Asset Management,4.19,48030641,Annual Report,2024-09-21,SEC EDGAR,USD,True,NULL_ISIN
REC00734,GOOGL,Alphabet Inc.,US02079K3059,Fidelity Investments,2.6159,41451387,Annual Report,2025-07-27,SEC EDGAR,USD,False,
REC00735,GOOGL,Alphabet Inc.,US02079K3059,BlackRock Inc.,4.2018,71650904,Quarterly Report,2025-03-07,TSX Filing,USD,False,
REC00736,UNH,UnitedHealth Group,US91324P1021,Vanguard Group,2.9769,111098941,Annual Report,2025-06-23,TSX Filing,USD,False,
REC00737,MSFT,Microsoft Corp.,US5949181045,Norges Bank Investment,4.0261,89585592,13F Filing,2025-02-25,SEC EDGAR,USD,False,
REC00738,MSFT,Microsoft Corp.,US5949181045,Geode Capital Management,3.386,161054573,Annual Report,2025-08-31,TSX Filing,USD,False,
REC00739,UNH,UnitedHealth Group,US91324P1021,Fidelity Investments,4.4085,238396415,Quarterly Report,2024-04-24,SEBI Submission,USD,False,
REC00740,PG,Procter & Gamble,US7427181091,Morgan Stanley,-6.9508,250309288,Annual Report,2025-07-06,TSX Filing,USD,True,NEGATIVE_OWNERSHIP
REC00741,META,Meta Platforms,US30303M1027,Invesco Ltd.,1.9904,337022021,Exchange Notification,2025-11-27,LSE Filing,USD,False,
REC00742,META,Meta Platforms,US30303M1027,UBS Group AG,2.9339,38365933,Annual Report,2025-02-10,LSE Filing,USD,False,
REC00742,AAPL,Apple Inc.,US0378331005,Vanguard Group,4.8581,224764775,Exchange Notification,2025-03-07,SEC EDGAR,USD,True,DUPLICATE_FILING
REC00744,AMZN,Amazon.com Inc.,US0231351067,T. Rowe Price,4.2494,138490556,Annual Report,2026-01-20,SEBI Submission,USD,False,
REC00745,META,Meta Platforms,US30303M1027,Capital Group,5.76,99141692,Quarterly Report,2025-07-27,SEBI Submission,USD,False,
REC00746,V,Visa Inc.,US92826C8394,Goldman Sachs Group,6.5414,69317913,Annual Report,2024-04-16,TSX Filing,USD,False,
REC00747,JPM,JPMorgan Chase,US46625H1005,,2.3802,32124706,Quarterly Report,2024-08-27,SEBI Submission,USD,True,MISSING_SHAREHOLDER
REC00748,V,Visa Inc.,US92826C8394,Dimensional Fund Advisors,1.9233,47363492,13F Filing,2024-11-28,SEBI Submission,USD,False,
REC00749,WMT,Walmart Inc.,US9311421039,Amundi Asset Management,7.3586,60371112,Exchange Notification,2024-12-17,SEBI Submission,USD,False,
REC00750,WMT,Walmart Inc.,US9311421039,Northern Trust Corp.,4.562,169211430,Quarterly Report,2025-09-14,SEC EDGAR,USD,False,
REC00751,NVDA,NVIDIA Corp.,US67066G1040,Goldman Sachs Group,6.3201,93850962,Annual Report,2024-05-17,ASX Notification,USD,False,
REC00752,WMT,Walmart Inc.,US9311421039,JPMorgan Asset Mgmt,1.924,241210053,Exchange Notification,2024-07-03,SEBI Submission,USD,False,
REC00753,JPM,JPMorgan Chase,US46625H1005,UBS Group AG,5.3068,43137494,Annual Report,2026-02-06,LSE Filing,USD,False,
REC00754,GOOGL,Alphabet Inc.,US02079K3059,Vanguard Group,2.0156,58963484,Annual Report,1995-01-01,TSX Filing,USD,True,STALE_DATE
REC00755,META,Meta Platforms,US30303M1027,Dimensional Fund Advisors,4.4437,120913622,Annual Report,2025-03-12,LSE Filing,USD,False,
REC00756,NVDA,NVIDIA Corp.,US67066G1040,State Street Corp.,0.5981,282711542,Quarterly Report,2025-12-31,TSX Filing,USD,False,
REC00757,XOM,Exxon Mobil,US30231G1022,Vanguard Group,3.2069,293132640,Quarterly Report,2025-03-10,SEC EDGAR,USD,False,
REC00758,WMT,Walmart Inc.,US9311421039,Amundi Asset Management,2.4936,10482313,13F Filing,2026-01-02,LSE Filing,USD,False,
REC00759,V,Visa Inc.,US92826C8394,Fidelity Investments,1.2592,59276112,Exchange Notification,2025-09-06,ASX Notification,USD,False,
REC00759,META,Meta Platforms,US30303M1027,Geode Capital Management,4.7752,258492456,Quarterly Report,2025-12-04,ASX Notification,USD,True,DUPLICATE_FILING
